Alabama,Birmingham,-9662444.66218514,3965564.0232335
Alabama,Huntsville,-9643354.0897512,4124141.37385543
Alabama,Mobile,-9806018.03144648,3590930.37641806
Alabama,Montgomery,-9605122.83664093,3809921.65086676
Alaska,Anchorage,-16683910.3329056,8677523.44069213
Alaska,Annette,-14637119.7701403,7397352.33617174
Alaska,Barrow,-17441754.0086637,11503176.0468174
Alaska,Bethel,-18006422.7192526,8583332.42658117
Alaska,Bettles,-16751724.3288914,10132367.052974
Alaska,Big Delta,-16237441.1431245,9389138.82598353
Alaska,Cold Bay,-18126997.6016324,7407074.70771738
Alaska,Fairbanks,-16424203.7941508,9574130.14719143
Alaska,Gulkana,-16184743.1793999,8923552.21188786
Alaska,King Salmon,-17450526.8723777,8114900.34086213
Alaska,Kodiak,-17192161.4468944,7877976.39685708
Alaska,Kotzebue,-18089546.5395931,10128288.9494614
Alaska,McGrath,-17317842.8240686,9088335.96189931
Alaska,Nome,-18410576.4664253,9482407.31095364
Alaska,St. Paul Island,-18956933.7356686,7797332.58738597
Alaska,Talkeetna,-16686791.6699117,8930630.66920175
Alaska,Yakutat,-15556295.1933259,8301198.05011422
Arizona,Flagstaff,-12425458.9422247,4189596.69043003
Arizona,Phoenix,-12475731.5701075,3967541.70555506
Arizona,Prescott,-12517776.1848076,4106411.06164916
Arizona,Tucson,-12344407.6551241,3789042.56206989
Arkansas,Fort Smith,-10506861.5004709,4213983.70772849
Arkansas,Little Rock,-10280808.3311774,4126220.20345146
California,Arcata,-13812622.838942,4992869.25169504
California,Bakersfield,-13247531.5297169,4212598.06869849
California,Daggett,-12825864.3748814,4145780.92927059
California,Fresno,-13335284.6397815,4408569.42822581
California,Long Beach,-13153488.5122002,4000491.34819239
California,Los Angeles,-13181474.6551997,4043864.09166303
California,Sacramento,-13521689.0714551,4659814.93174416
California,San Diego,-13039497.9658851,3870767.22384739
California,San Francisco,-13641780.9834008,4558739.65559347
California,Santa Maria,-13406974.0801578,4155327.16912824
Colorado,Alamosa,-11592065.9306232,4502017.98271716
Colorado,Boulder,-11716487.6698231,4869848.93862005
Colorado,Colorado Springs,-11661819.0575127,4702095.2097743
Colorado,Eagle,-11697819.4468768,4815210.82627579
Colorado,Grand Junction,-12084053.797036,4734184.18109587
Colorado,Pueblo,-11646356.691186,4618141.38800301
Connecticut,Bridgeport,-8148165.13355251,5039862.97336981
Connecticut,Hartford,-8091131.2202865,5125946.99140933
Delaware,Wilmington,-8407955.90759989,4827589.96506514
Florida,Daytona Beach,-9022744.02237777,3400136.67599615
Florida,Jacksonville,-9090092.68834119,3546626.13148571
Florida,Key West,-9103174.46064067,2822144.08421207
Florida,Miami,-8929031.37661942,2971323.02534253
Florida,Tallahassee,-9382162.81966169,3562429.32683634
Florida,Tampa,-9181867.23059537,3243805.56374518
Florida,West Palm Beach,-8919610.93688117,3091985.37348002
Georgia,Athens,-9283344.18040519,4022801.40311913
Georgia,Atlanta,-9397879.97069941,3997009.72326563
Georgia,Augusta,-9127640.25498763,3956168.28643034
Georgia,Columbus,-9448238.38360824,3830537.7577868
Georgia,Macon,-9312636.54742285,3873655.25341524
Georgia,Savannah,-9031534.28025225,3766508.76727306
Hawaii,Hilo,-17264472.2993679,2241307.55873467
Hawaii,Honolulu,-17574661.5318519,2429427.71320611
Hawaii,Kahului,-17419148.8708222,2381770.60740668
Hawaii,Lihue,-17737698.9990605,2523905.83522955
Idaho,Boise,-12938229.9460616,5404770.98551522
Idaho,Pocatello,-12519935.9499082,5293148.57516364
Illinois,Chicago,-9761045.88111778,5136601.69891758
Illinois,Moline,-10073167.1440603,5084159.24197709
Illinois,Peoria,-9975253.0090624,4974795.9069011
Illinois,Rockford,-9914464.33946571,5201555.73753983
Illinois,Springfield,-9979197.15992194,4834230.8295517
Indiana,Evansville,-9745275.22325361,4577186.97147151
Indiana,Fort Wayne,-9477632.66807249,5023225.79755134
Indiana,Indianapolis,-9589749.65169781,4833502.56027606
Indiana,South Bend,-9603053.94052744,5112464.46192011
Iowa,Des Moines,-10421442.2714358,5097786.54650254
Iowa,Mason City,-10374806.342224,5335035.85457915
Iowa,Sioux City,-10730525.5876259,5236196.24632351
Iowa,Waterloo,-10280472.8576468,5234913.06854473
Kansas,Dodge City,-11133663.8113677,4545388.35072661
Kansas,Goodland,-11165344.9265653,4774335.14955787
Kansas,Topeka,-10652384.8621581,4727101.7368459
Kansas,Wichita,-10836136.081711,4535352.69038084
Kentucky,Covington,-9408093.65643113,4726948.65694764
Kentucky,Lexington,-9284045.53215902,4584131.05465993
Kentucky,Louisville,-9544661.99626545,4611224.35658191
Louisiana,Baton Rouge,-10144105.8023761,3561392.38736304
Louisiana,Lake Charles,-10375300.6352722,3530681.50847643
Louisiana,New Orleans,-10011113.0167562,3512016.96835549
Louisiana,Shreveport,-10441524.8274369,3825369.30530425
Maine,Caribou,-7567866.33844635,5920343.19687668
Maine,Portland,-7819480.81612002,5415674.99482385
Maryland,Baltimore,-8528255.0507965,4764850.68552379
Massachusetts,Boston,-7905675.45553984,5211448.62973958
Massachusetts,Worchester,-7994603.61736547,5201757.36685236
Michigan,Alpena,-9288225.95863777,5632986.5901478
Michigan,Detroit,-9250894.96294746,5218539.62799753
Michigan,Flint,-9316640.14956965,5315450.50300838
Michigan,Grand Rapids,-9535151.5313418,5306075.60765065
Michigan,Houghton,-9867304.1044612,5958719.92788778
Michigan,Lansing,-9412507.4709015,5267798.02082645
Michigan,Muskegon,-9601921.82353246,5346671.74121167
Michigan,Sault Ste. Marie,-9391520.41064183,5857324.78446548
Michigan,Traverse City,-9529270.97571352,5582943.83162626
Minnesota,Duluth,-10254526.7333717,5906404.10559537
Minnesota,International Falls,-10310043.8829534,6201656.72216795
Minnesota,Minneapolis,-10382418.6205865,5615517.42337248
Minnesota,Rochester,-10294347.8770529,5467554.63897034
Minnesota,Saint Cloud,-10456607.1245318,5708527.33860456
Mississippi,Jackson,-10041862.7841133,3805455.07469114
Mississippi,Meridian,-9875430.4973171,3813410.33409593
Missouri,Columbia,-10277761.0413802,4715099.14571123
Missouri,Kansas City,-10525481.5599263,4739206.69616249
Missouri,Springfield,-10384561.405012,4466490.12030583
Missouri,St. Louis,-10045949.6165038,4669672.3011157
Montana,Billings,-12082450.3176948,5746983.8521252
Montana,Cut Bank,-12426962.1115727,6207260.30817525
Montana,Glasgow,-11731215.2941148,6142982.00871998
Montana,Great Falls,-12388813.3228281,6024862.88632356
Montana,Helena,-12470053.9977783,5876462.66697578
Montana,Kalispell,-12725710.37373,6140085.53335903
Montana,Lewistown,-12083730.7256098,5950239.16720148
Montana,Miles City,-11592065.9306232,5850059.83166186
Montana,Missoula,-12691267.8561118,5920677.23270968
Nebraska,Grand Island,-10950036.5961615,5000818.32006465
Nebraska,Norfolk,-10844564.5378821,5166114.49282485
Nebraska,North Platte,-11217865.150627,5031971.55547152
Nebraska,Omaha,-10687978.1895401,5051345.23877821
Nebraska,Scottsbluff,-11539556.3264409,5141111.76295861
Nevada,Elko,-12886421.7771227,4988580.56999995
Nevada,Ely,-12595800.3832589,4762333.49204287
Nevada,Las Vegas,-12826543.5573586,4328969.24445571
Nevada,Reno,-13338579.9193479,4799132.13803438
Nevada,Tonopah,-13009541.5346903,4588852.57555492
Nevada,Winnemucca,-12935324.8301784,4997602.85716766
New Hampshire,Concord,-7966030.13274334,5347288.9449218
New Jersey,Atlantic City,-8288987.61897197,4776963.13903708
New Jersey,Newark,-8256928.23012585,4971730.99414121
New Mexico,Albuquerque,-11869396.5453908,4179822.55489223
New Mexico,Tucumcari,-11399115.8572312,4188818.86633724
New York,Albany,-8215269.20053839,5261232.97552881
New York,Binghamton,-8450209.44783348,5176203.45937238
New York,Buffalo,-8778620.29112572,5295213.45364196
New York,Massena,-8337099.63238646,5610272.46682821
New York,New York City,-8238306.45078432,4970298.62994823
New York,Rochester,-8640155.46346567,5337677.67014532
New York,Syracuse,-8476319.4878324,5318223.90058718
North Carolina,Asheville,-9189293.51301306,4242178.01137441
North Carolina,Cape Hatteras,-8402506.48456708,4234281.17369402
North Carolina,Charlotte,-8998456.58077937,4190760.14795332
North Carolina,Greensboro,-8886288.63954395,4311483.2429843
North Carolina,Raleigh,-8756252.26805496,4276149.4068854
North Carolina,Wilmington,-8673046.31651284,4057364.4160736
North Dakota,Bismarck,-11217364.9142313,5910379.348145
North Dakota,Fargo,-10777632.8780707,5921959.96343806
North Dakota,Minot,-11276229.9151221,6145824.50336895
Ohio,Akron,-9074931.82751564,5024207.6755427
Ohio,Cleveland,-9092410.42804439,5083356.60290709
Ohio,Columbus,-9238112.992961,4864333.71132316
Ohio,Dayton,-9372806.92741698,4833889.34345341
Ohio,Mansfield,-9186851.77452906,4977423.34157127
Ohio,Toledo,-9304266.69317133,5110773.22962217
Ohio,Youngstown,-8977515.38303671,5026969.63390078
Oklahoma,Oklahoma City,-10855151.915352,4227533.72633207
Oklahoma,Tulsa,-10677364.4827842,4318213.8979813
Oregon,Astoria,-13781482.3913792,5810532.56810441
Oregon,Burns,-13241453.4298599,5401181.72848661
Oregon,Eugene,-13704787.1806687,5473647.93889444
Oregon,Medford,-13675944.9351253,5212016.79491246
Oregon,North Bend,-13775786.9856676,5375614.45425162
Oregon,Pendleton,-13226681.2109802,5728227.05325047
Oregon,Portland,-13654059.3228602,5706659.71651738
Oregon,Redmond,-13452960.4623671,5506807.81284575
Oregon,Salem,-13694757.795486,5609643.30024162
Pacific Islands,Guam,16122769.2059094,1522639.17855836
Pennsylvania,Allentown,-8402135.65262657,4952981.3449694
Pennsylvania,Bradford,-8612421.64835596,5131067.33563995
Pennsylvania,Erie,-8915198.82225943,5179849.94743364
Pennsylvania,Harrisburg,-8558744.08341587,4906138.65900649
Pennsylvania,Philadelphia,-8363954.50775869,4866933.49164142
Pennsylvania,Pittsburgh,-8902965.50040209,4929973.71382818
Pennsylvania,Wilkes-Barre,-8446455.54087051,5048753.66488692
Pennsylvania,Williamsport,-8575802.27920847,5047643.36338133
Puerto Rico,San Juan,-7347086.39235606,2088328.44520491
Rhode Island,Providence,-7950408.1030973,5134345.47097338
South Carolina,Charleston,-8904895.11022911,3866834.27498053
South Carolina,Columbia,-9004225.87814258,4034070.92084197
South Carolina,Greenville,-9169559.1699451,4141975.85053074
South Dakota,Huron,-10933558.4706507,5521930.21484537
South Dakota,Pierre,-11167849.8488791,5523344.01655497
South Dakota,Rapid City,-11491823.0965182,5477086.80621293
South Dakota,Sioux Falls,-10767945.7591339,5395175.04347264
Tennessee,Bristol,-9150167.94583043,4379032.43852535
Tennessee,Chattanooga,-9490761.15225671,4172882.69399782
Tennessee,Knoxville,-9344858.15214415,4297119.82777968
Tennessee,Memphis,-10019532.1309956,4178240.82740683
Tennessee,Nashville,-9497411.60016248,4316691.01622472
Texas,Abilene,-11102892.8164969,3823119.57074662
Texas,Amarillo,-11334406.1377957,4191440.92277274
Texas,Austin,-10881537.9775943,3542928.71886825
Texas,Brownsville,-10851651.948185,2989807.25209534
Texas,Corpus Christi,-10830587.6021425,3209812.06958486
Texas,El Paso,-11848568.3013091,3743538.67680983
Texas,Fort Worth,-10835421.8202358,3862683.49554175
Texas,Houston,-10618401.8090589,3473852.85404143
Texas,Lubbock,-11340717.2850067,3971990.43847424
Texas,Lufkin,-10544865.9902125,3676139.35082651
Texas,Midland,-11365741.917669,3766788.2566261
Texas,Port Arthur,-10459871.412752,3481738.12027773
Texas,San Angelo,-11182310.0392261,3690813.80867449
Texas,San Antonio,-10965566.9007735,3434024.48053854
Texas,Victoria,-10796092.4203864,3353289.56471345
Texas,Waco,-10818384.0059288,3706860.75255345
Texas,Wichita Falls,-10966782.2502386,4015104.75954177
Utah,Cedar City,-12587284.6203244,4535690.22230155
Utah,Salt Lake City,-12459979.5949935,4979544.52772269
Vermont,Burlington,-8151500.33562795,5541288.63948638
Virginia,Lynchburg,-8815550.41642412,4495179.9930009
Virginia,Norfolk,-8487548.08672003,4428407.07619652
Virginia,Richmond,-8624431.51748623,4513389.31492566
Virginia,Roanoke,-8900928.02866766,4477983.58627485
Virginia,Sterling,-8617051.09758555,4721862.27597351
Washington,Olympia,-13680475.104067,5948919.12227877
Washington,Quillayute,-13742391.1384296,6098540.6437777
Washington,Seattle,-13619973.4951544,6044164.79809221
Washington,Spokane,-13070466.8589807,6052509.09736592
Washington,Yakima,-13417215.7850053,5875832.32564618
West Virginia,Charleston,-9087058.98731419,4629066.04644955
West Virginia,Elkins,-8699618.20549433,4704969.05787244
West Virginia,Huntington,-9176485.21485382,4637926.97313986
Wisconsin,Eau Claire,-10184873.0659944,5593409.29402595
Wisconsin,Green Bay,-9794974.57913595,5546518.83182337
Wisconsin,La Crosse,-10156111.511497,5438701.24568044
Wisconsin,Madison,-9950573.19186244,5324126.06581354
Wisconsin,Milwaukee,-9792399.50105268,5321619.44286353
Wyoming,Casper,-11836523.5212733,5286526.4165855
Wyoming,Cheyenne,-11665436.2173868,5033819.3225382
Wyoming,Lander,-11940874.4230748,5284113.20499575
Wyoming,Rock Springs,-12158481.3851913,5100971.66409566
Wyoming,Sheridan,-11906409.8975933,5588849.69800905
